f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,target
3738.0,170.44,0.0,22.5,8602.2959,17.0,634.0,932.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3744.0,1026.798,1.76,36.25,355.0362,1253.0,20376.0,8640.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3762.0,317.362,0.6,16.25,800.7617,53.0,4830.0,3776.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
3783.0,2398.22,12.25,23.75,51240.4912,725.0,24352.0,73034.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
3784.0,4383.3,0.0,53.75,3442257.592,1020.0,0.0,24821.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3794.0,997.69,0.0,2.5,5627720.023,598.0,0.0,716.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3801.0,1053.01,9.48,32.5,225494.2549,1238.0,5713.0,4813.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3804.0,230.53,12.25,8.75,312.6758,41.0,8856.0,9321.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3805.0,681.936,81.47,3.75,3624.375,117.0,39261.0,3657.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3831.0,1645.79,0.0,0.0,8851.4658,627.0,1685.0,14818.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
3837.0,87.596,26.29,2.5,12.6611,28.0,1949.0,895.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3840.0,1220.48,0.0,0.0,30812.7959,1256.0,239.0,14280.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3841.0,899.39,0.03,127.5,1139263.481,138.0,0.0,2685.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3850.0,650.4308,14.34,1.25,19.5117,122.0,23007.0,21811.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3869.0,379.3112,11.95,27.5,3007865.669,50.0,588.0,251.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3877.0,1332.886,9.48,3.75,346760.1201,273.0,6694.0,47457.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3886.0,2840.91,43.96,1.25,1156397.873,2075.0,251.0,134402.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3887.0,1503.474,10.76,5.0,1420001.152,993.0,4364.0,6285.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3891.0,5993.0,87.94,546.25,1954697.793,218.0,46380.0,6131.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3901.0,1452.7456,19.57,155.0,1629975.602,667.0,12754.0,12190.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3920.0,3911.3,53.73,0.0,29129.9268,1807.0,21518.0,146156.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3955.0,1029.14,24.5,17.5,590660.2422,339.0,15406.0,6346.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3962.0,1465.878,21.44,92.5,2826443.068,629.0,1195.0,1134.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3994.0,804.0848,7.0,0.0,2364.6768,127.0,30071.0,8091.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4027.0,3415.2864,0.0,21.25,25161008.91,853.0,744.0,112070.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4038.0,1222.93,13.63,0.0,274207.4853,732.0,0.0,2752.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4075.0,1689.97,14.34,0.0,1649440.935,1119.0,0.0,16969.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4083.0,2022.48,0.0,17.5,18146779.08,698.0,0.0,1611.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4083.0,380.03,83.72,155.0,83681.917,20.0,2486.0,4852.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4102.0,1143.9,1.75,0.0,5690.0996,571.0,1745.0,21546.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4131.0,1130.03,11.96,1.25,1759968.18,1002.0,0.0,179.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4151.0,541.682,0.0,0.0,15912.5723,162.0,5450.0,4613.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4153.0,113.868,19.98,22.5,2317.459,5.0,1243.0,251.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4154.0,517.23,63.34,8.75,85047.6143,181.0,26352.0,7709.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4158.0,1360.42,0.0,0.0,62424.3115,401.0,0.0,3346.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4164.0,2721.91,30.5,0.0,42639.2265,2216.0,11472.0,20255.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
4190.0,1900.89,14.63,191.25,12871351.8,166.0,70596.0,6309.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4192.0,1232.23,32.26,0.0,67341.581,585.0,0.0,12068.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4192.0,1313.1,0.0,0.0,1895829.15,443.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4222.0,1313.1,0.0,0.0,2174469.22,293.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4233.0,1340.2544,78.03,72.5,11694.8086,186.0,29388.0,59376.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4236.0,2567.95,16.73,7.5,813623.8799,624.0,0.0,100260.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4238.0,920.19,18.23,6.25,647703.8994,1206.0,0.0,2031.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4631.0,2402.2836,14.18,68.75,39447583.26,98.0,16591.0,14973.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4632.0,974.28,48.93,120.0,365654.5869,92.0,20988.0,21153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4862.0,925.89,0.0,6.25,3878935.695,674.0,0.0,240.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4863.0,1400.1604,182.78,77.5,311973.1495,95.0,10971.0,39032.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4865.0,2528.67,77.72,10.0,1660324.604,541.0,0.0,42780.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4866.0,1839.6708,47.8,0.0,1016740.946,812.0,0.0,37282.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4869.0,400.0004,40.24,25.0,560.1455,38.0,3167.0,12464.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4869.0,2626.2,0.0,0.0,1426128.164,1664.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
5334.0,875.4,0.0,0.0,52633.2686,1460.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5346.0,2065.94,0.0,142.5,3881919.986,618.0,3657.0,4301.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5349.0,1213.5504,9.48,0.0,151202.7188,379.0,3227.0,23159.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5356.0,1424.17,105.77,192.5,90541.0771,52.0,17843.0,6083.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5363.0,1321.3504,0.0,0.0,637.3896,1514.0,239.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5363.0,922.718,11.23,32.5,1838701.68,929.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2700.0,1574.79,0.0,210.0,2622898.699,464.0,250.0,1331.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-8.0,485.7008,21.34,0.0,2327900.778,607.0,0.0,179.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-5.0,857.1008,63.47,190.03,1565901.139,204.0,716.0,1240.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-4.0,2898.824,25.1,1.25,305853.3282,642.0,0.0,82221.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-3.0,307.1204,6.25,75.0,345076.2626,9.0,477.0,1284.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-2.0,130.578,94.85,1.25,2.1953,7.0,150.0,1121.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6.0,468.4244,31.64,20.0,2772.2129,73.0,3504.0,19404.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101.0,529.9904,42.0,18.75,88869.6904,49.0,792.0,1716.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
102.0,526.86,26.25,1.25,1021022.577,38.0,348.0,5196.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
102.0,1527.4212,0.0,0.0,5756.7803,174.0,116328.0,13740.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
103.0,153.7964,3.5,8.75,22028.7754,34.0,5244.0,4452.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
106.0,245.256,107.35,12.5,115584.9189,11.0,0.0,1949.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
108.0,707.7408,56.73,15.0,200597.3955,88.0,3936.0,3415.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
109.0,487.4,3.5,45.0,52642.8291,33.0,120.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
109.0,224.6564,120.75,0.0,856.3242,16.0,2700.0,2735.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
109.0,486.64,0.0,0.0,99298.3027,200.0,0.0,2484.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
110.0,1090.5,1.75,0.0,14.9102,303.0,22176.0,71699.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
110.0,478.43,50.75,0.0,262430.7578,137.0,0.0,14280.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
110.0,13.85,0.01,10.0,693.2861,3.0,240.0,120.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
111.0,292.35,164.5,0.0,1017.6211,43.0,2064.0,8879.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
111.0,59.3204,11.97,0.0,6944.3086,15.0,564.0,2915.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
112.0,962.88,382.37,20.0,465265.4814,187.0,6132.0,755.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
114.0,183.84,1.76,0.0,6509.1582,44.0,3012.0,3534.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
114.0,549.51,7.18,0.0,13.1279,195.0,17148.0,19569.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
114.0,272.67,57.75,22.5,24673.2725,60.0,3864.0,7401.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
114.0,532.026,1.75,46.25,4378.7695,131.0,11100.0,30285.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114.0,356.41,102.55,36.25,61200.8525,51.0,1632.0,10762.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
116.0,517.79,0.0,40.0,4692574.159,53.0,3408.0,2648.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
116.0,369.39,1.75,20.0,2447.8164,10.0,120.0,7079.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
116.0,832.0504,145.25,26.25,1949698.94,127.0,1800.0,3094.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
117.0,528.158,0.0,25.0,1294.5195,96.0,18144.0,16380.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
117.0,475.9704,81.37,0.0,4282439.772,28.0,1056.0,19584.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
117.0,706.486,54.25,0.0,66691.7031,254.0,5076.0,15228.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
117.0,49.67,0.0,38.75,6941.0615,1.0,0.0,1092.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118.0,175.29,101.67,2.5,114262.0723,18.0,3588.0,1920.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
118.0,580.58,38.5,12.5,328089.8887,105.0,5352.0,2568.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
120.0,780.2324,4.46,2.5,647824.2949,168.0,1656.0,26230.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
120.0,878.72,294.0,6.25,696816.2705,77.0,2208.0,419.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
122.0,634.558,9.36,43.75,2599025.296,335.0,8340.0,4168.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
122.0,677.56,24.94,1.25,303483.6201,242.0,5544.0,5363.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
122.0,335.3816,5.25,40.0,2088.7676,160.0,15252.0,1052.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
123.0,76.714,0.0,1.25,1.4951,14.0,564.0,6408.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
123.0,27.51,1.75,17.5,398.6514,5.0,348.0,478.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
123.0,669.11,14.83,0.0,11813558.28,113.0,684.0,15331.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
126.0,718.68,0.01,10.0,80579.5869,179.0,7008.0,14016.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
127.0,840.952,59.85,21.25,465585.9326,190.0,25272.0,2736.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
127.0,326.858,1.75,85.0,11379472.08,5.0,0.0,777.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
127.0,290.3704,0.0,103.75,15494980.65,16.0,0.0,4424.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
130.0,1204.37,38.67,7.5,4052732.772,163.0,71208.0,4545.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
130.0,838.268,5.98,3.75,12358480.18,304.0,22380.0,5254.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
131.0,1665.936,36.75,58.75,3492537.176,205.0,672.0,11495.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
132.0,1674.63,14.0,7.5,7.916,346.0,93336.0,3117.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
132.0,924.46,23.66,0.0,805565.3593,135.0,0.0,1163.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
132.0,180.238,0.0,1.25,49.0645,112.0,3504.0,3888.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
133.0,643.59,40.88,3.75,371358.8438,69.0,9096.0,11546.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
133.0,1044.86,19.25,6.25,464449.6962,161.0,2748.0,2208.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
133.0,596.63,0.0,0.0,1150.4736,166.0,2304.0,1512.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
134.0,812.5,73.68,8.75,663969.1299,554.0,27228.0,765.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
135.0,1073.288,0.01,158.75,41440817.15,114.0,1248.0,3086.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
135.0,1321.8248,308.42,218.75,95368.5029,235.0,21096.0,34919.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
136.0,270.3344,6.58,2.5,7410.7529,62.0,9504.0,10820.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
137.0,487.022,0.0,51.25,3837.4932,228.0,23760.0,12960.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
137.0,546.47,14.0,1.25,55356187.34,52.0,1428.0,16702.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
137.0,196.59,0.0,0.0,38424.5,40.0,14904.0,2098.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
138.0,223.7996,74.24,38.75,21134.9131,51.0,4488.0,4607.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
138.0,1266.75,1.75,68.75,9974712.357,193.0,26400.0,6066.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
139.0,1294.1368,446.55,65.0,457645.7227,255.0,12216.0,8148.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
140.0,841.154,159.89,23.75,1048012.564,244.0,5964.0,6527.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
140.0,593.9008,3.5,35.0,1202513.707,46.0,11784.0,4644.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
142.0,241.588,0.0,0.0,10972.0264,37.0,6816.0,5400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
142.0,444.16,3.5,0.0,50.8291,128.0,16416.0,14382.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
143.0,1505.19,0.0,22.5,315423.7041,372.0,0.0,14567.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
145.0,1229.7016,71.49,220.0,1904637.535,122.0,10428.0,6843.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
146.0,1573.46,204.29,2.5,109153.8418,186.0,20352.0,24971.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
147.0,1379.5908,293.14,143.75,1495256.854,67.0,5316.0,10186.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
149.0,911.2984,134.59,67.5,13956.0303,226.0,29724.0,23748.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
150.0,4447.86,161.38,358.75,8276490.735,410.0,4344.0,24045.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
151.0,1191.54,23.48,0.0,48385.6914,662.0,24468.0,4176.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
