f0,f1,f2,f3,f4,f5,f6,target
0.90788,0.723404,0.05308,0.500595,0.003581,0.557483,0.410088,0
0.01407,0.978723,0.053981,0.412377,0.003467,0.422915,0.414912,1
0.884828,0.489362,0.038069,0.585094,0.002607,0.587778,0.437281,1
0.424937,1.0,0.056923,0.221214,0.003467,0.422915,0.414912,0
0.88912,0.617021,0.028942,0.537935,0.002027,0.571724,0.326316,0
0.868147,0.87234,0.040231,0.506694,0.002349,0.345417,0.708772,0
0.027344,0.510638,0.080491,0.501785,0.003467,0.422915,0.414912,1
0.871731,0.510638,0.093491,0.497322,0.006261,0.557742,0.524561,1
0.45613,0.851064,0.033445,0.469801,0.0022,0.36173,0.747368,1
0.45644,0.659574,0.032515,0.324159,0.002202,0.412998,0.426316,0
0.456351,0.148936,0.02609,0.246653,0.001739,0.324961,0.753947,0
0.86828,0.234043,0.027771,0.215858,0.000841,0.216727,0.842544,0
0.47405,0.93617,0.035127,0.371764,0.00232,0.243397,0.837719,0
0.022167,0.574468,0.074517,0.440494,0.003467,0.422915,0.414912,1
0.442414,0.191489,0.042122,0.147724,0.002879,0.163387,0.500526,0
0.447768,0.914894,0.03957,0.523356,0.002597,0.408597,0.629386,0
0.425778,0.595745,0.084965,0.515769,0.003467,0.422915,0.414912,1
0.017831,0.744681,0.083373,0.541506,0.003467,0.422915,0.414912,1
0.876333,0.446809,0.037679,0.648914,0.002505,0.701709,0.452632,1
0.889562,0.87234,0.028792,0.556977,0.002032,0.492491,0.372368,0
0.000487,0.851064,0.084364,0.400922,0.003467,0.422915,0.414912,1
0.880846,0.829787,0.028732,0.456412,0.001878,0.482651,0.642105,1
0.456617,0.297872,0.032365,0.603689,0.002198,0.515018,0.562281,0
0.02699,0.510638,0.091209,0.330408,0.003467,0.422915,0.414912,1
0.00438,0.978723,0.077789,0.534365,0.003467,0.422915,0.414912,1
0.469714,0.085106,0.033986,0.103392,0.002281,0.235629,0.629825,0
0.424981,0.212766,0.058394,0.054151,0.003467,0.422915,0.414912,0
0.004513,0.595745,0.043683,0.284142,0.003467,0.422915,0.414912,0
0.880934,0.297872,0.027591,0.355251,0.001801,0.377007,0.635965,1
0.876864,0.510638,0.030083,0.554002,0.002059,0.515277,0.387719,1
0.000796,0.170213,0.081122,0.140434,0.003467,0.422915,0.414912,0
0.460068,0.148936,0.030413,0.198453,0.002067,0.265407,0.542544,0
0.880581,0.191489,0.044073,0.164088,0.002871,0.252978,0.697807,0
0.884695,0.148936,0.028101,0.145641,0.001759,0.311238,0.660526,0
0.456794,0.531915,0.029723,0.330705,0.001566,0.232522,0.750877,1
0.906863,0.12766,0.029302,0.141773,0.001951,0.154583,0.692544,0
0.456661,0.425532,0.036628,0.623475,0.002474,0.581564,0.560965,1
0.87589,0.702128,0.063198,0.659179,0.004285,0.767737,0.354825,1
0.880448,0.553191,0.0399,0.602797,0.002765,0.540911,0.285965,1
0.872262,0.085106,0.029332,0.150402,0.000837,0.269291,0.797807,0
0.473563,0.085106,0.024379,0.171229,0.001647,0.286639,0.552632,0
0.022919,0.510638,0.090159,0.506397,0.003467,0.422915,0.414912,1
0.022433,1.0,0.057464,0.412972,0.003467,0.422915,0.414912,0
0.894783,0.106383,0.089468,0.411187,0.005752,0.484723,0.725877,0
0.009513,0.106383,0.041492,0.250372,0.003467,0.422915,0.414912,0
0.425645,0.042553,0.055242,0.118417,0.003467,0.422915,0.414912,0
0.438963,0.93617,0.053621,0.387236,0.003467,0.422915,0.414912,0
0.469404,0.0,0.028372,0.214222,0.001888,0.260487,0.59386,0
0.8985,0.531915,0.087907,0.517108,0.005802,0.56059,0.289474,1
0.880846,0.276596,0.029422,0.357929,0.001863,0.37131,0.715351,1
0.47436,0.893617,0.028101,0.261827,0.001865,0.196271,0.832456,1
0.912216,0.255319,0.085865,0.403749,0.005912,0.538322,0.302632,0
0.017964,0.042553,0.081002,0.452098,0.003467,0.422915,0.414912,1
0.434273,0.93617,0.045334,0.323862,0.003467,0.422915,0.414912,0
0.907305,0.340426,0.089618,0.475007,0.005783,0.625324,0.43114,0
0.995443,0.829787,0.040801,0.494198,0.002655,0.407561,0.736404,1
0.018583,0.340426,0.047856,0.477834,0.003467,0.422915,0.414912,0
0.889651,0.021277,0.030053,0.351979,0.001778,0.366908,0.628947,0
0.486837,0.148936,0.02651,0.156204,0.001807,0.238736,0.480263,0
0.455732,1.0,0.040261,0.567986,0.002798,0.49767,0.434211,1
0.009513,0.191489,0.041341,0.192502,0.003467,0.422915,0.414912,0
0.898898,0.021277,0.069173,0.3313,0.004522,0.428017,0.575877,0
0.434184,0.212766,0.070524,0.314192,0.003467,0.422915,0.414912,0
0.880846,0.744681,0.033325,0.533175,0.002127,0.512429,0.675,1
0.425291,0.489362,0.080611,0.319845,0.003467,0.422915,0.414912,1
0.907969,0.12766,0.050528,0.188932,0.003351,0.336872,0.577193,0
0.898766,0.723404,0.058364,0.614252,0.003824,0.595287,0.577193,0
0.898058,0.042553,0.077999,0.520232,0.005031,0.496116,0.634649,1
0.425202,0.723404,0.076618,0.394674,0.003467,0.422915,0.414912,1
0.017654,0.191489,0.060346,0.189527,0.003467,0.422915,0.414912,0
0.890005,0.297872,0.02651,0.527819,0.001834,0.55101,0.337281,0
0.433565,0.297872,0.068242,0.498066,0.003467,0.422915,0.414912,1
0.438609,0.617021,0.050198,0.263017,0.003467,0.422915,0.414912,0
0.027034,0.744681,0.119491,0.453288,0.003467,0.422915,0.414912,1
0.881333,0.255319,0.015402,0.102202,0.000868,0.146815,0.838158,0
0.97332,0.382979,0.053411,0.6144,0.003739,0.648887,0.269737,0
0.876952,0.489362,0.036958,0.552217,0.002567,0.529259,0.308772,1
0.026857,0.12766,0.059865,0.1446,0.003467,0.422915,0.414912,0
0.42976,0.659574,0.093461,0.663939,0.003467,0.422915,0.414912,1
0.87589,0.0,0.032305,0.365814,0.001689,0.360435,0.813158,0
0.889828,0.106383,0.040381,0.386492,0.002676,0.468151,0.580702,0
0.90704,0.085106,0.044464,0.273282,0.003047,0.414293,0.354386,0
0.446927,0.829787,0.043653,0.541654,0.002958,0.383998,0.642544,1
0.906863,0.787234,0.075447,0.453585,0.005021,0.396168,0.535526,1
0.872528,0.787234,0.028822,0.500595,0.000995,0.360435,0.813158,0
0.907393,0.170213,0.029633,0.158435,0.002044,0.217504,0.491667,0
0.009247,0.106383,0.056443,0.380095,0.003467,0.422915,0.414912,0
0.889208,0.446809,0.028942,0.568581,0.00204,0.568876,0.420175,0
0.474183,0.361702,0.035937,0.527373,0.002432,0.32755,0.658772,1
0.465643,1.0,0.034706,0.395418,0.002381,0.352667,0.503947,0
0.473165,0.06383,0.02648,0.149509,0.001797,0.280684,0.551754,0
0.031769,0.553191,0.086015,0.242636,0.003467,0.422915,0.414912,1
0.455865,0.297872,0.032935,0.282356,0.000976,0.131279,0.897368,0
0.018274,0.595745,0.047076,0.455965,0.003467,0.422915,0.414912,0
0.451617,0.404255,0.042572,0.743677,0.002819,0.686173,0.509211,1
0.026813,0.510638,0.109253,0.548944,0.003467,0.422915,0.414912,1
0.430025,0.170213,0.069593,0.194882,0.003467,0.422915,0.414912,0
0.022433,0.06383,0.045965,0.195478,0.003467,0.422915,0.414912,0
0.008716,0.404255,0.116729,0.724784,0.003467,0.422915,0.414912,1
0.469316,0.148936,0.027981,0.139393,0.001857,0.211807,0.562281,0
0.018052,0.531915,0.069713,0.292324,0.003467,0.422915,0.414912,1
0.907438,0.297872,0.07914,0.416394,0.005395,0.475401,0.365351,1
0.881421,0.234043,0.029993,0.237429,0.001921,0.292077,0.722368,0
0.898367,0.12766,0.048607,0.3133,0.002692,0.375194,0.770614,0
0.018097,1.0,0.082022,0.447486,0.003467,0.422915,0.414912,1
0.031282,0.553191,0.056833,0.303332,0.003467,0.422915,0.414912,0
0.447193,0.829787,0.043083,0.605177,0.002987,0.437338,0.565351,1
0.903013,0.06383,0.097424,0.399435,0.006577,0.524858,0.42193,1
0.004823,0.319149,0.062598,0.268521,0.003467,0.422915,0.414912,0
0.014159,0.319149,0.0662,0.582118,0.003467,0.422915,0.414912,1
0.885138,0.93617,0.031284,0.489438,0.002117,0.408597,0.516228,0
0.451794,0.702128,0.040141,0.619161,0.002663,0.581823,0.50307,0
0.00969,0.93617,0.071454,0.537935,0.003467,0.422915,0.414912,1
0.898102,0.851064,0.064969,0.688634,0.004317,0.618074,0.512281,0
0.88943,0.93617,0.033746,0.570961,0.002314,0.460383,0.562719,1
0.443078,0.744681,0.083794,0.692353,0.0056,0.673485,0.471491,1
0.031857,0.106383,0.040351,0.022166,0.003467,0.422915,0.414912,0
0.880757,0.808511,0.031434,0.388872,0.001894,0.372346,0.805263,1
0.880934,0.404255,0.028402,0.507587,0.001899,0.511652,0.628947,1
0.022919,0.978723,0.103158,0.409253,0.003467,0.422915,0.414912,1
0.438697,0.851064,0.055782,0.44704,0.003467,0.422915,0.414912,0
0.447547,0.12766,0.010208,0.194882,0.000665,0.226567,0.487719,0
0.433565,0.0,0.051849,0.347516,0.003467,0.422915,0.414912,0
0.01376,0.319149,0.068452,0.285481,0.003467,0.422915,0.414912,1
0.442326,0.12766,0.043473,0.098185,0.002198,0.12869,0.500526,0
0.01761,0.446809,0.074216,0.526629,0.003467,0.422915,0.414912,1
0.455511,0.021277,0.060076,0.567093,0.004119,0.44174,0.506579,1
0.912084,0.744681,0.042903,0.329813,0.002877,0.319265,0.53114,0
0.438565,0.191489,0.053381,0.121541,0.003467,0.422915,0.414912,0
0.902615,0.319149,0.090549,0.544183,0.006099,0.547903,0.298246,1
0.473917,0.978723,0.028161,0.433353,0.001845,0.362506,0.675439,0
0.013849,0.234043,0.064519,0.32535,0.003467,0.422915,0.414912,0
0.429273,0.893617,0.096854,0.444064,0.003467,0.422915,0.414912,1
0.903279,0.255319,0.055482,0.336805,0.003637,0.331952,0.636842,0
0.023185,0.680851,0.07959,0.440196,0.003467,0.422915,0.414912,1
0.912216,0.489362,0.092771,0.53496,0.006338,0.577162,0.290789,1
0.889739,0.808511,0.0653,0.81687,0.004514,0.697048,0.356579,1
0.031547,0.0,0.061577,0.363136,0.003467,0.422915,0.414912,0
0.455776,0.085106,0.038639,0.396162,0.002663,0.445624,0.427193,1
0.026415,0.93617,0.082503,0.41327,0.003467,0.422915,0.414912,1
0.912438,0.893617,0.044614,0.3313,0.002921,0.286639,0.692544,1
0.442724,0.957447,0.051969,0.5241,0.003511,0.368462,0.512719,0
0.880979,0.808511,0.030203,0.398096,0.001257,0.40057,0.67807,1
0.473563,0.957447,0.029122,0.294258,0.001984,0.244692,0.451754,1
0.42914,0.404255,0.077849,0.562184,0.003467,0.422915,0.414912,0
0.915623,0.659574,0.081482,0.513686,0.005613,0.595287,0.210965,1
0.425689,1.0,0.057644,0.375632,0.003467,0.422915,0.414912,0
1.0,0.021277,0.054011,0.331003,0.003577,0.368721,0.590789,0
0.915667,0.680851,0.112766,0.53377,0.007696,0.709995,0.231579,1
0.872041,0.212766,0.02615,0.319548,0.001336,0.310979,0.828509,0
0.460909,0.723404,0.163624,0.718536,0.010991,0.43449,0.683333,1
0.872174,0.957447,0.033175,0.459685,0.001973,0.312532,0.882456,0
0.889076,0.87234,0.028522,0.515025,0.001994,0.513465,0.390351,0
0.460511,0.723404,0.028281,0.491372,0.001897,0.550751,0.449561,1
0.433653,0.531915,0.051039,0.381285,0.003467,0.422915,0.414912,0
0.876952,0.340426,0.037318,0.551324,0.002561,0.520456,0.348246,1
0.430069,0.680851,0.068512,0.506992,0.003467,0.422915,0.414912,0
0.442326,0.851064,0.05311,0.363582,0.003614,0.31305,0.500526,1
0.005044,0.085106,0.042272,0.351086,0.003467,0.422915,0.414912,0
0.912482,0.12766,0.03891,0.131508,0.002553,0.233558,0.653509,0
0.447104,0.744681,0.088147,0.812109,0.006109,0.69653,0.412281,1
0.880227,0.382979,0.034826,0.537786,0.002414,0.532626,0.28114,0
0.425733,0.106383,0.055242,0.132104,0.003467,0.422915,0.414912,0
0.902969,0.255319,0.058995,0.366706,0.00436,0.413516,0.489474,0
0.915667,0.659574,0.107151,0.54463,0.0078,0.72579,0.223684,1
0.027078,0.361702,0.109463,0.511901,0.003467,0.422915,0.414912,1
0.004159,0.021277,0.044134,0.464296,0.003467,0.422915,0.414912,0
0.89881,0.893617,0.045935,0.455073,0.003122,0.445106,0.410088,0
0.438963,0.489362,0.064309,0.478132,0.003467,0.422915,0.414912,1
0.474183,0.744681,0.027081,0.335614,0.001786,0.208959,0.79386,0
0.889961,0.404255,0.046295,0.511901,0.001971,0.302434,0.687719,0
0.43414,0.0,0.045755,0.36626,0.003467,0.422915,0.414912,0
0.008849,0.446809,0.041642,0.454032,0.003467,0.422915,0.414912,0
0.898279,0.702128,0.069353,0.467867,0.002933,0.304247,0.873246,1
0.460909,0.93617,0.038009,0.558316,0.002594,0.348783,0.569298,0
0.898102,0.212766,0.041251,0.277447,0.002665,0.329363,0.728509,0
0.903633,0.06383,0.043743,0.311514,0.002923,0.299327,0.588158,0
0.018141,0.574468,0.07932,0.522464,0.003467,0.422915,0.414912,1
0.030972,0.851064,0.059595,0.282059,0.003467,0.422915,0.414912,0
0.884695,0.595745,0.030954,0.409848,0.00194,0.293889,0.682456,0
0.442281,0.085106,0.05314,0.244273,0.003467,0.422915,0.414912,0
0.447635,0.765957,0.075748,0.828622,0.00517,0.73537,0.353947,1
0.428919,0.148936,0.073436,0.113359,0.003467,0.422915,0.414912,0
0.469139,1.0,0.037979,0.396162,0.002509,0.343086,0.586842,0
0.017433,0.404255,0.1185,0.511752,0.003467,0.422915,0.414912,1
0.022787,0.617021,0.057193,0.437816,0.003467,0.422915,0.414912,0
0.438565,0.425532,0.05305,0.439899,0.003467,0.422915,0.414912,0
0.02199,0.617021,0.057644,0.435138,0.003467,0.422915,0.414912,1
0.912084,0.851064,0.043293,0.331003,0.002904,0.338944,0.527632,0
0.474271,0.021277,0.024859,0.126897,0.001647,0.129467,0.844298,0
0.902792,1.0,0.088687,0.494347,0.005847,0.496116,0.589912,1
0.460112,0.702128,0.027801,0.390211,0.001857,0.231227,0.626754,0
0.438874,0.276596,0.048037,0.149658,0.003467,0.422915,0.414912,0
0.911818,0.319149,0.044013,0.295001,0.002819,0.205852,0.785088,1
0.894518,0.319149,0.083043,0.698007,0.005631,0.702227,0.439912,1
0.005177,0.595745,0.050859,0.507736,0.003467,0.422915,0.414912,0
0.881333,0.765957,0.043293,0.479173,0.002835,0.452874,0.578947,1
0.45113,0.191489,0.032845,0.251265,0.002142,0.28638,0.752632,0
0.031724,0.531915,0.074817,0.497173,0.003467,0.422915,0.414912,1
0.889474,0.404255,0.034406,0.620649,0.002397,0.695495,0.209649,0
0.429671,0.553191,0.106911,0.667658,0.003467,0.422915,0.414912,1
0.433698,0.212766,0.040801,0.102797,0.003467,0.422915,0.414912,0
0.01323,0.531915,0.075718,0.525439,0.003467,0.422915,0.414912,1
0.902703,1.0,0.084064,0.493157,0.00555,0.506991,0.637281,1
0.452237,0.702128,0.033535,0.566498,0.002229,0.548679,0.597807,0
0.433609,0.680851,0.075327,0.473222,0.003467,0.422915,0.414912,1
0.871953,0.553191,0.028822,0.506843,0.001743,0.358622,0.858333,0
0.442414,0.489362,0.084514,0.520678,0.006365,0.498187,0.500526,1
0.009601,0.702128,0.046385,0.53377,0.003467,0.422915,0.414912,1
0.875979,0.787234,0.032725,0.521422,0.001105,0.411963,0.747368,0
0.456528,0.531915,0.037258,0.570812,0.002474,0.656655,0.469737,1
0.912128,0.404255,0.044194,0.362243,0.002902,0.272657,0.692982,1
0.009469,0.340426,0.063949,0.388129,0.003467,0.422915,0.414912,1
0.89027,0.0,0.041131,0.475305,0.002476,0.465562,0.654825,0
0.455732,0.382979,0.042122,0.668253,0.00285,0.618332,0.520175,0
0.451086,0.680851,0.040801,0.594912,0.002703,0.617556,0.429825,0
0.027123,0.255319,0.083794,0.379054,0.003467,0.422915,0.414912,1
0.446971,0.021277,0.033596,0.338292,0.001722,0.336354,0.765789,1
0.482412,0.489362,0.077429,0.479917,0.005376,0.506732,0.272368,1
0.889828,0.468085,0.099586,0.649063,0.006994,0.722941,0.255263,0
0.451927,0.489362,0.038399,0.644302,0.002532,0.612118,0.525,0
0.022521,0.595745,0.087366,0.506843,0.003467,0.422915,0.414912,1
0.000133,0.723404,0.089798,0.499554,0.003467,0.422915,0.414912,1
0.42976,0.808511,0.093461,0.557423,0.003467,0.422915,0.414912,1
0.004867,0.0,0.042572,0.386938,0.003467,0.422915,0.414912,0
0.013716,0.978723,0.045755,0.422493,0.003467,0.422915,0.414912,0
0.004956,0.085106,0.071604,0.353764,0.003467,0.422915,0.414912,0
0.871687,0.489362,0.028191,0.395418,0.001683,0.248835,0.896053,0
0.90757,0.978723,0.086616,0.472181,0.005883,0.52175,0.394737,1
0.447768,0.702128,0.043053,0.616781,0.002989,0.529518,0.328947,1
0.022964,0.808511,0.086736,0.390658,0.003467,0.422915,0.414912,1
0.004911,0.829787,0.090729,0.641922,0.003467,0.422915,0.414912,1
0.885271,0.723404,0.036388,0.59402,0.002497,0.541947,0.330263,0
0.42507,0.680851,0.067341,0.474264,0.003467,0.422915,0.414912,0
0.473386,0.93617,0.028642,0.370872,0.001685,0.212843,0.667544,0
0.87651,0.617021,0.031014,0.576019,0.00198,0.562144,0.607895,1
0.013982,0.425532,0.074276,0.644302,0.003467,0.422915,0.414912,0
0.889253,0.702128,0.028372,0.54939,0.001973,0.496116,0.492544,0
0.876864,0.808511,0.028822,0.473073,0.001951,0.438892,0.379825,0
0.867484,0.787234,0.027981,0.478132,0.001791,0.536251,0.683772,0
0.899031,0.553191,0.094902,0.551473,0.00625,0.573537,0.482895,1
0.460024,0.404255,0.032575,0.553853,0.002192,0.542206,0.260088,0
0.004823,0.404255,0.062598,0.52886,0.003467,0.422915,0.414912,0
0.013539,0.489362,0.087697,0.514281,0.003467,0.422915,0.414912,1
0.000973,0.574468,0.043983,0.464445,0.003467,0.422915,0.414912,0
0.022123,0.702128,0.073586,0.281315,0.003467,0.422915,0.414912,1
0.872572,0.574468,0.029633,0.365219,0.001078,0.29855,0.857018,0
0.45675,0.361702,0.030083,0.503719,0.001874,0.352667,0.707018,0
0.455511,0.425532,0.037348,0.626004,0.002468,0.421025,0.703947,0
0.867307,0.702128,0.072055,0.482297,0.004817,0.525634,0.519298,1
0.031592,0.659574,0.080731,0.308242,0.003467,0.422915,0.414912,1
0.915667,0.510638,0.07869,0.535109,0.005698,0.685396,0.289035,1
0.424716,0.12766,0.055242,0.073788,0.003467,0.422915,0.414912,0
0.491261,0.978723,0.047856,0.439899,0.003328,0.430088,0.222368,0
0.026724,0.680851,0.051459,0.440345,0.003467,0.422915,0.414912,0
0.443255,0.404255,0.043413,0.43856,0.002823,0.236924,0.74693,0
0.437812,0.787234,0.089108,0.511901,0.003467,0.422915,0.414912,1
0.434052,0.829787,0.046505,0.429485,0.003467,0.422915,0.414912,0
0.889474,0.361702,0.040261,0.631508,0.002821,0.7087,0.233772,1
0.424848,0.829787,0.058394,0.352276,0.003467,0.422915,0.414912,0
0.438963,0.808511,0.058965,0.472181,0.003467,0.422915,0.414912,1
0.013672,0.914894,0.041431,0.415799,0.003467,0.422915,0.414912,0
0.898854,0.914894,0.072655,0.399137,0.00467,0.384775,0.671491,1
0.875846,0.553191,0.041702,0.611425,0.002823,0.632315,0.518421,1
0.434361,0.851064,0.046685,0.39393,0.003467,0.422915,0.414912,0
0.004159,0.404255,0.109103,0.523505,0.003467,0.422915,0.414912,1
0.894164,0.893617,0.064249,0.709015,0.004269,0.611341,0.550439,0
0.46467,0.574468,0.07917,0.445998,0.005463,0.495339,0.216667,1
0.880846,0.170213,0.019395,0.1385,0.001232,0.256862,0.853947,0
0.868147,1.0,0.032665,0.406129,0.002144,0.359917,0.73114,0
0.89881,0.723404,0.053351,0.554299,0.003525,0.573537,0.419737,0
0.0223,0.510638,0.089828,0.574085,0.003467,0.422915,0.414912,1
0.898367,0.765957,0.09262,0.771199,0.006107,0.741067,0.466228,1
0.460776,0.680851,0.029963,0.353764,0.00204,0.148628,0.554825,0
0.433875,0.085106,0.041431,0.170187,0.003467,0.422915,0.414912,0
0.903411,0.808511,0.059775,0.570068,0.004003,0.537027,0.460526,1
0.442768,0.404255,0.081512,0.603094,0.005521,0.55593,0.400877,1
0.876687,0.382979,0.030623,0.489735,0.001942,0.373641,0.630263,1
0.889828,0.659574,0.028462,0.555638,0.002021,0.625583,0.248684,0
0.000133,0.191489,0.074367,0.159625,0.003467,0.422915,0.414912,1
0.018406,0.425532,0.090669,0.518744,0.003467,0.422915,0.414912,1
0.867395,0.106383,0.017864,0.083457,0.000941,0.188244,0.902632,0
0.46936,0.170213,0.02678,0.091937,0.001776,0.178405,0.627193,0
0.907349,0.957447,0.055662,0.441833,0.003781,0.403677,0.401754,0
0.885049,0.702128,0.029903,0.356144,0.001961,0.273692,0.592105,0
0.903411,0.93617,0.056653,0.470991,0.003731,0.367167,0.639474,0
0.894252,0.787234,0.09253,0.722999,0.006036,0.574573,0.565351,1
0.871554,0.319149,0.028041,0.592234,0.00182,0.580787,0.639912,0
0.876687,0.914894,0.028582,0.379351,0.000841,0.265407,0.679825,0
0.907969,0.851064,0.042933,0.44823,0.002908,0.499223,0.37807,0
0.451263,0.446809,0.041131,0.517257,0.002603,0.302952,0.87193,1
0.429008,0.12766,0.041131,0.109938,0.003467,0.422915,0.414912,0
0.009646,0.255319,0.073976,0.399435,0.003467,0.422915,0.414912,1
0.42945,0.531915,0.088237,0.590152,0.003467,0.422915,0.414912,1
0.451661,0.723404,0.045935,0.770753,0.003043,0.734593,0.445614,1
0.004292,0.170213,0.043353,0.162005,0.003467,0.422915,0.414912,0
0.009292,0.978723,0.106611,0.623029,0.003467,0.422915,0.414912,1
0.425645,0.87234,0.074427,0.294109,0.003467,0.422915,0.414912,1
0.907482,0.617021,0.049147,0.338887,0.003257,0.326774,0.602632,0
0.004911,0.595745,0.077669,0.492711,0.003467,0.422915,0.414912,0
0.89819,0.978723,0.089498,0.620946,0.005748,0.542983,0.632895,1
0.908013,0.212766,0.084935,0.319845,0.005652,0.412998,0.532456,1
0.018274,0.0,0.046866,0.41684,0.003467,0.422915,0.414912,1
0.446617,0.787234,0.095863,0.661113,0.006593,0.481357,0.540351,1
0.871953,0.255319,0.028762,0.247397,0.001697,0.249094,0.816667,0
0.889562,0.12766,0.047646,0.274174,0.002009,0.318747,0.577632,1
0.871466,0.851064,0.02654,0.564267,0.001653,0.431124,0.846491,0
0.031547,0.893617,0.060406,0.334573,0.003467,0.422915,0.414912,0
0.894164,0.276596,0.060436,0.552663,0.003978,0.587002,0.535526,0
0.474448,0.531915,0.071004,0.474264,0.004865,0.319524,0.353947,1
0.898323,0.595745,0.055872,0.529009,0.003704,0.595287,0.433772,0
0.877129,0.595745,0.046265,0.627641,0.003214,0.52175,0.258772,1
0.903146,0.510638,0.089438,0.390211,0.00462,0.361212,0.655702,1
0.871997,0.468085,0.032935,0.503868,0.001695,0.275246,0.902193,0
0.885271,0.87234,0.029092,0.464891,0.001978,0.42957,0.488158,0
0.425778,0.893617,0.09169,0.397501,0.003467,0.422915,0.414912,1
0.018229,0.425532,0.046866,0.532431,0.003467,0.422915,0.414912,0
0.906907,0.382979,0.030984,0.317316,0.002173,0.204557,0.584211,0
0.005133,0.659574,0.075267,0.350491,0.003467,0.422915,0.414912,1
0.469714,0.404255,0.03999,0.371616,0.002688,0.300621,0.58114,1
0.872572,0.744681,0.032905,0.367004,0.002009,0.291818,0.875,0
0.451971,0.829787,0.069443,0.795894,0.004784,0.576385,0.411842,1
0.884828,0.382979,0.029572,0.592086,0.002009,0.596064,0.415789,0
0.977744,0.212766,0.038399,0.249777,0.002462,0.336095,0.743421,0
0.023096,0.170213,0.046085,0.153526,0.003467,0.422915,0.414912,0
0.495686,0.340426,0.05263,0.44823,0.00365,0.497152,0.222807,1
0.911995,0.87234,0.041882,0.420411,0.002806,0.405489,0.412281,0
0.867218,0.06383,0.029272,0.169741,0.001959,0.258415,0.595614,0
0.898279,0.06383,0.051219,0.311217,0.003365,0.460383,0.547368,0
0.42945,0.978723,0.058364,0.431419,0.003467,0.422915,0.414912,0
0.871466,0.531915,0.053981,0.806159,0.003529,0.62144,0.678947,1
0.005309,0.744681,0.086075,0.763017,0.003467,0.422915,0.414912,1
0.429539,0.12766,0.042032,0.124963,0.003467,0.422915,0.414912,0
0.442989,0.234043,0.03951,0.227165,0.002588,0.199637,0.677193,0
0.433786,0.468085,0.048637,0.525885,0.003467,0.422915,0.414912,0
0.894208,0.595745,0.054221,0.557126,0.003579,0.698602,0.304386,0
0.915756,0.106383,0.042963,0.18551,0.002898,0.287675,0.549123,0
0.425733,0.510638,0.091389,0.547456,0.003467,0.422915,0.414912,1
0.872395,0.680851,0.033325,0.602946,0.002127,0.693941,0.410965,1
0.473829,0.382979,0.028702,0.589408,0.00188,0.514241,0.617544,0
0.884828,0.531915,0.033175,0.566944,0.002223,0.56784,0.425,1
0.026282,0.276596,0.102768,0.442428,0.003467,0.422915,0.414912,1
0.903367,0.425532,0.087426,0.548646,0.005756,0.556189,0.433772,1
0.880581,0.787234,0.05305,0.523802,0.003519,0.52667,0.503509,1
0.889341,0.212766,0.017113,0.109194,0.001103,0.207147,0.812719,0
0.439007,0.106383,0.048037,0.221958,0.003467,0.422915,0.414912,0
0.893943,0.617021,0.037709,0.398542,0.002052,0.428793,0.815351,0
0.430114,0.404255,0.07941,0.541803,0.003467,0.422915,0.414912,1
0.004292,0.680851,0.046956,0.529604,0.003467,0.422915,0.414912,0
0.464625,0.042553,0.093101,0.396459,0.006375,0.393061,0.375877,1
0.876377,0.978723,0.028732,0.313746,0.001396,0.295184,0.753947,0
0.018583,0.680851,0.054281,0.421303,0.003467,0.422915,0.414912,0
0.473961,0.340426,0.031764,0.602946,0.002117,0.490937,0.593421,0
0.881067,0.489362,0.029422,0.513686,0.001961,0.554894,0.523684,1
0.438034,0.319149,0.05263,0.422493,0.003467,0.422915,0.414912,1
0.021857,0.617021,0.087997,0.441982,0.003467,0.422915,0.414912,1
0.438476,0.170213,0.049207,0.159476,0.003467,0.422915,0.414912,0
0.456794,0.723404,0.022607,0.37474,0.001508,0.264112,0.746491,0
0.0223,0.723404,0.082323,0.534365,0.003467,0.422915,0.414912,1
0.022344,0.638298,0.068272,0.273133,0.003467,0.422915,0.414912,1
0.867041,0.893617,0.031134,0.30244,0.002106,0.167789,0.655702,1
0.47343,0.212766,0.023328,0.123773,0.001589,0.094252,0.575439,0
0.455511,0.191489,0.029933,0.221214,0.002017,0.243138,0.771491,0
0.452104,0.744681,0.036688,0.689973,0.002474,0.609529,0.282895,0
0.469758,0.404255,0.05266,0.592234,0.003589,0.54117,0.342982,1
0.001018,0.12766,0.076138,0.248438,0.003467,0.422915,0.414912,1
0.894429,0.659574,0.060136,0.540315,0.004128,0.626618,0.401754,0
0.44268,0.638298,0.062387,0.496578,0.004302,0.538063,0.311842,0
0.9035,0.595745,0.027291,0.247248,0.001726,0.168824,0.85,0
0.008938,0.957447,0.125796,0.582862,0.003467,0.422915,0.414912,1
0.871377,0.914894,0.033085,0.396311,0.002102,0.374935,0.836842,1
0.026282,0.553191,0.081092,0.4518,0.003467,0.422915,0.414912,1
0.026769,0.361702,0.074517,0.518744,0.003467,0.422915,0.414912,1
0.460732,0.276596,0.029452,0.229247,0.002029,0.185655,0.282018,0
0.97332,0.787234,0.148763,0.732371,0.01006,0.674262,0.435526,1
0.880625,0.021277,0.076888,0.357929,0.004848,0.299845,0.835088,1
0.455776,0.021277,0.040741,0.53615,0.002821,0.458312,0.485088,1
0.009734,0.595745,0.081062,0.508926,0.003467,0.422915,0.414912,1
